t,o,h,l,c,v
1643166000,14203.829,14261.089,14202.689,14245.029,3.7846579551696777
1643169600,14245.137,14250.319,14217.299,14246.219,2.8009800910949707
1643173200,14246.199,14247.097,14195.519,14235.119,4.104238033294678
1643176800,14235.089,14255.099,14207.179,14218.219,3.005002975463867
1643180400,14220.127,14241.599,14166.029,14227.289,4.429932117462158
1643184000,14229.827,14339.909,14224.059,14321.717,8.563748359680176
1643187600,14321.619,14456.309,14315.139,14417.589,7.852860927581787
1643191200,14417.219,14447.999,14381.819,14423.909,6.399223804473877
1643194800,14423.809,14480.599,14423.519,14476.109,6.192104816436768
1643198400,14476.039,14476.679,14384.899,14429.279,6.850381851196289
1643202000,14430.827,14520.309,14423.219,14480.169,7.575431823730469
1643205600,14479.619,14512.899,14366.589,14468.879,10.581260681152344
1643209200,14469.767,14530.289,14346.669,14405.917,11.312966346740723
1643212800,14405.909,14488.759,14358.149,14462.669,10.903319358825684
1643216400,14463.019,14563.419,14457.279,14550.309,8.866707801818848
1643220000,14551.179,14554.999,14478.639,14494.589,9.088200569152832
1643223600,14493.189,14654.387,14209.879,14278.259,14.22443962097168
1643227200,14278.307,14278.307,13992.409,14164.769,12.653792381286621
1643230800,14165.769,14186.909,14071.669,14088.699,2.0813939571380615
1643238000,14213.107,14296.097,14200.589,14282.387,4.005544185638428
1643241600,14281.869,14287.297,14168.699,14172.999,6.382791996002197
1643245200,14173.119,14181.709,13992.849,14007.349,7.309430122375488
1643248800,14006.339,14006.339,13907.299,13954.869,6.108590126037598
1643252400,13954.857,14001.269,13860.209,13900.159,5.7294158935546875
1643256000,13900.107,13960.109,13890.739,13947.089,4.446469783782959
1643259600,13946.807,13987.259,13895.119,13949.169,5.011325836181641
1643263200,13949.117,13996.399,13897.169,13939.199,3.9110240936279297
1643266800,13939.277,14030.297,13938.329,13988.399,5.958335876464844
1643270400,13988.869,14138.789,13986.729,14135.519,8.693887710571289
1643274000,14135.589,14244.739,14110.789,14225.209,8.178536415100098
1643277600,14225.099,14258.697,14089.779,14109.609,7.002982139587402
1643281200,14109.799,14235.897,14106.869,14232.519,7.25602388381958
1643284800,14233.839,14277.697,14169.029,14246.399,7.49421501159668
1643288400,14246.397,14319.099,14224.349,14310.849,8.140725135803223
1643292000,14308.519,14410.709,14247.549,14370.089,9.743156433105469
1643295600,14370.287,14424.169,14193.529,14310.589,12.664294242858887
1643299200,14309.039,14365.109,14241.579,14308.209,11.809647560119629
1643302800,14308.689,14312.499,14090.059,14160.649,11.383308410644531
1643306400,14160.707,14186.629,13994.169,14085.169,11.9237060546875
1643310000,14085.119,14167.389,13980.779,14023.107,11.60399055480957
1643313600,14023.289,14121.199,13960.619,14001.789,16.399904251098633
1643317200,14000.999,14042.789,13962.029,14019.669,2.6819300651550293
1643324400,14177.859,14193.409,14106.739,14107.739,5.431540012359619
1643328000,14107.767,14149.897,14063.359,14132.869,7.082849979400635
1643331600,14132.917,14168.409,14092.029,14119.179,6.883500099182129
1643335200,14120.119,14189.519,14098.119,14180.219,6.194650173187256
1643338800,14180.619,14192.709,14126.069,14132.019,5.889999866485596
1643342400,14132.209,14148.099,14098.759,14108.089,4.6979498863220215
1643346000,14108.179,14169.899,14096.689,14159.849,6.841139793395996
1643349600,14159.847,14180.499,14138.759,14154.629,4.900239944458008
1643353200,14153.779,14174.399,14112.319,14155.659,7.8798298835754395
1643356800,14156.109,14156.179,14022.509,14088.259,14.216449737548828
1643360400,14088.319,14125.099,14049.329,14069.359,11.639519691467285
1643364000,14069.709,14070.789,14008.169,14041.919,10.10282039642334
1643367600,14042.029,14054.109,13960.609,14001.609,10.74741268157959
1643371200,14000.159,14028.039,13842.779,13887.619,12.091564178466797
1643374800,13887.689,14059.679,13871.719,14022.689,14.332209587097168
1643378400,14022.809,14113.339,13879.829,13913.419,15.42414379119873
1643382000,13913.309,14159.029,13873.629,14157.309,17.445079803466797
1643385600,14160.089,14310.109,14099.289,14302.129,16.288860321044922
1643389200,14301.789,14323.669,14199.119,14208.319,14.721960067749023
1643392800,14208.307,14280.899,14189.209,14244.419,14.755960464477539
1643396400,14242.869,14283.419,14072.529,14225.869,15.379340171813965
1643400000,14225.899,14450.789,14210.079,14449.679,15.581620216369629
1643403600,14447.799,14454.559,14409.389,14413.799,2.484299898147583
1643583600,14464.649,14484.259,14365.849,14409.799,7.015880107879639
1643587200,14409.717,14442.179,14379.539,14395.529,7.344540119171143
1643590800,14395.617,14434.399,14388.859,14420.309,6.407320022583008
1643594400,14420.397,14495.859,14413.699,14487.667,5.661340236663818
1643598000,14487.609,14512.569,14481.069,14506.579,4.059360027313232
1643601600,14506.279,14511.989,14492.019,14494.099,2.8265199661254883
1643605200,14494.169,14507.279,14468.199,14500.539,3.7507998943328857
1643608800,14500.489,14514.209,14470.529,14481.659,3.826319932937622
1643612400,14481.789,14490.209,14447.819,14486.759,6.482639789581299
1643616000,14486.799,14545.709,14437.099,14536.719,11.45736026763916
1643619600,14539.089,14558.699,14520.319,14534.229,8.395339965820312
1643623200,14534.589,14538.399,14485.159,14511.089,8.162099838256836
1643626800,14510.899,14523.989,14479.729,14500.719,8.811920166015625
1643630400,14500.709,14507.369,14412.109,14465.029,9.676019668579102
1643634000,14465.159,14495.799,14434.069,14483.789,8.932160377502441
1643637600,14483.719,14647.099,14429.819,14643.829,13.215299606323242
1643641200,14643.039,14738.409,14640.109,14731.579,17.818700790405273
1643644800,14731.749,14797.809,14680.039,14789.799,16.748779296875
1643648400,14789.799,14800.799,14726.249,14793.039,17.166860580444336
1643652000,14793.619,14803.059,14748.629,14792.119,15.775639533996582
1643655600,14792.117,14842.637,14778.619,14828.409,15.11011028289795
1643659200,14827.909,14931.589,14732.129,14911.299,19.475690841674805
1643662800,14912.359,14914.289,14865.839,14872.029,3.357480049133301
1643670000,14886.389,14901.299,14874.649,14885.759,3.8423099517822266
1643673600,14886.089,14897.159,14875.839,14892.659,4.832520008087158
1643677200,14892.809,14893.489,14838.559,14845.569,5.6969099044799805
1643680800,14845.519,14864.899,14835.159,14858.569,4.272550106048584
1643684400,14858.567,14889.539,14852.399,14887.129,4.379069805145264
1643688000,14887.207,14893.579,14873.829,14886.589,3.6628799438476562
1643691600,14886.089,14899.659,14878.019,14896.409,2.8606300354003906
1643695200,14895.719,14912.147,14877.829,14900.769,2.8724400997161865
1643698800,14901.349,14967.589,14893.179,14918.839,6.089469909667969
1643702400,14919.219,14981.099,14897.519,14968.069,8.918109893798828
1643706000,14967.519,14977.179,14864.119,14899.329,8.674759864807129
1643709600,14900.219,14934.089,14882.139,14892.379,6.974180221557617
1643713200,14892.589,14924.999,14876.779,14887.619,6.3664398193359375
1643716800,14888.049,14954.599,14885.069,14942.409,6.160749912261963
1643720400,14943.139,14976.089,14936.599,14966.537,6.692140102386475
1643724000,14966.589,14975.569,14804.619,14858.259,15.329689979553223
1643727600,14858.267,14881.709,14747.019,14876.739,20.490171432495117
1643731200,14877.059,14959.799,14861.889,14941.569,18.094589233398438
1643734800,14941.099,14947.199,14858.059,14921.399,16.706710815429688
1643738400,14921.309,14924.089,14866.329,14895.059,14.107159614562988
1643742000,14896.019,14918.179,14839.109,14884.587,15.839679718017578
1643745600,14884.319,15036.259,14874.859,15005.889,16.302579879760742
1643749200,15005.849,15085.899,15001.639,15080.079,2.9233100414276123
1643756400,15146.599,15149.139,15121.089,15137.199,3.6995201110839844
1643760000,15136.899,15154.119,15134.139,15152.369,4.5810699462890625
1643763600,15152.407,15164.919,15142.339,15155.299,3.620840072631836
1643767200,15155.287,15161.319,15146.329,15152.399,2.750469923019409
1643770800,15152.367,15162.649,15148.419,15158.909,1.9901200532913208
1643774400,15158.989,15164.089,15155.819,15161.379,1.5851199626922607
1643778000,15161.399,15200.407,15160.699,15185.319,2.6732399463653564
1643781600,15185.779,15213.419,15172.859,15184.289,3.2829198837280273
1643785200,15184.379,15211.169,15172.657,15189.279,4.966119766235352
1643788800,15189.549,15208.599,15172.679,15186.599,6.708150863647461
1643792400,15187.729,15269.399,15184.699,15262.259,5.506385803222656
1643796000,15262.589,15262.689,15219.349,15229.889,5.307809829711914
1643799600,15230.097,15245.299,15200.219,15242.219,4.589395999908447
1643803200,15242.549,15276.299,15223.739,15265.599,5.280570030212402
1643806800,15265.339,15266.099,15184.329,15189.069,6.270823955535889
1643810400,15189.027,15197.787,15044.379,15112.619,10.245356559753418
1643814000,15115.189,15184.997,15032.419,15080.369,12.23770809173584
1643817600,15081.087,15095.089,14957.169,15043.589,11.462940216064453
1643821200,15043.589,15134.899,15010.839,15133.129,9.47916030883789
1643824800,15133.187,15136.089,15051.539,15077.359,9.263040542602539
1643828400,15077.889,15144.109,15028.749,15111.549,9.713629722595215
1643832000,15111.587,15166.879,15087.889,15127.579,11.196392059326172
1643835600,15128.599,15136.097,14845.339,14873.279,2.7308380603790283
1643842800,14856.687,14879.607,14771.839,14780.589,3.845005989074707
1643846400,14780.649,14816.889,14779.549,14789.069,4.39412784576416
1643850000,14789.067,14803.367,14773.119,14783.119,3.908907890319824
1643853600,14783.127,14803.869,14767.689,14796.149,2.960279941558838
1643857200,14796.207,14813.387,14780.029,14802.099,2.5307319164276123
1643860800,14801.867,14808.799,14796.269,14799.859,2.226867914199829
1643864400,14800.049,14811.209,14792.669,14799.329,2.3133161067962646
1643868000,14799.389,14807.907,14787.619,14793.699,2.2622199058532715
1643871600,14793.699,14870.187,14788.879,14864.809,4.018517971038818
1643875200,14864.999,14883.697,14826.559,14850.139,7.318016052246094
1643878800,14850.277,14863.787,14793.849,14801.609,5.670074939727783
1643882400,14801.629,14820.787,14788.679,14800.269,5.277047157287598
1643886000,14800.319,14821.319,14761.229,14813.639,5.3629889488220215
1643889600,14813.839,14842.299,14771.009,14822.119,7.207183837890625
1643893200,14822.127,14833.999,14707.369,14715.669,7.404530048370361
1643896800,14715.699,14813.607,14689.809,14726.319,10.653021812438965
1643900400,14726.367,14857.209,14696.859,14764.129,12.653203964233398
1643904000,14764.201,14822.277,14683.119,14684.289,11.550729751586914
1643907600,14684.497,14711.299,14646.869,14686.517,11.053261756896973
1643911200,14685.659,14729.539,14652.659,14676.359,10.658732414245605
1643914800,14676.337,14714.789,14583.319,14608.379,10.491753578186035
1643918400,14607.599,14657.889,14474.869,14521.187,11.406740188598633
1643922000,14520.659,14750.399,14519.099,14712.789,2.8459620475769043
1643929200,14781.179,14799.889,14750.819,14775.389,3.7454938888549805
1643932800,14775.879,14795.089,14759.679,14777.279,4.428199768066406
1643936400,14777.249,14785.179,14712.599,14724.509,5.207352161407471
1643940000,14724.719,14775.087,14724.699,14755.639,3.7953200340270996
1643943600,14756.049,14782.709,14751.339,14772.729,2.8052079677581787
1643947200,14772.899,14795.389,14763.319,14790.059,2.5509281158447266
1643950800,14790.209,14821.109,14790.209,14816.579,3.1088080406188965
1643954400,14816.517,14828.999,14802.319,14819.789,2.183864116668701
1643958000,14820.279,14837.809,14738.509,14754.599,5.079267978668213
1643961600,14754.599,14785.549,14713.399,14741.529,7.64497184753418
1643965200,14741.299,14755.089,14692.639,14697.839,6.645634174346924
1643968800,14698.089,14709.919,14597.199,14636.119,7.450218200683594
1643972400,14636.057,14637.707,14531.619,14533.289,7.659046173095703
1643976000,14533.199,14648.889,14533.189,14640.119,7.122762203216553
1643979600,14640.167,14646.887,14426.569,14430.299,8.394085884094238
1643983200,14430.307,14619.797,14376.219,14589.359,11.02238655090332
1643986800,14588.529,14678.089,14501.799,14517.357,12.187797546386719
1643990400,14516.769,14638.999,14456.789,14595.577,11.264281272888184
1643994000,14595.149,14670.799,14572.079,14666.379,10.775671005249023
1643997600,14666.389,14767.411,14666.089,14758.869,10.459856033325195
1644001200,14759.209,14781.559,14703.179,14770.399,10.515199661254883
1644004800,14771.169,14832.709,14687.839,14697.099,10.992591857910156
1644008400,14695.149,14710.819,14642.149,14672.579,1.9512640237808228
1644188400,14706.999,14730.597,14647.809,14723.789,3.4618959426879883
1644192000,14723.839,14724.877,14634.879,14659.859,4.869455814361572
1644195600,14661.749,14683.989,14638.349,14653.019,4.500271797180176
1644199200,14653.339,14667.179,14614.379,14623.749,4.578104019165039
1644202800,14623.639,14674.169,14623.309,14658.269,3.6691839694976807
1644206400,14658.267,14727.209,14657.699,14711.059,3.506671905517578
1644210000,14710.869,14726.089,14695.027,14715.349,3.82967209815979
1644213600,14715.309,14728.887,14685.709,14724.189,3.0341999530792236
1644217200,14724.109,14757.039,14715.129,14741.289,4.327094078063965
1644220800,14741.207,14743.299,14630.329,14676.559,8.64645767211914
1644224400,14676.609,14700.819,14637.769,14667.889,7.323820114135742
1644228000,14667.847,14697.589,14658.689,14665.309,6.177261829376221
1644231600,14665.327,14707.599,14656.849,14690.389,5.939251899719238
1644235200,14690.489,14749.389,14690.489,14738.089,5.673868179321289
1644238800,14738.087,14772.289,14721.919,14741.619,6.432608127593994
1644242400,14741.617,14820.049,14684.307,14794.529,9.474085807800293
1644246000,14795.579,14804.289,14701.099,14734.729,12.032052040100098
1644249600,14734.849,14756.269,14581.839,14623.709,11.143930435180664
1644253200,14624.289,14646.679,14569.239,14607.309,10.609293937683105
1644256800,14607.387,14687.907,14598.819,14680.239,9.868581771850586
1644260400,14680.649,14720.289,14645.589,14691.879,9.785989761352539
1644264000,14691.847,14740.077,14525.287,14580.357,11.349820137023926
1644267600,14579.089,14609.707,14578.089,14606.189,1.6185100078582764
1644274800,14613.119,14627.597,14598.519,14623.329,2.181302070617676
1644278400,14623.367,14634.709,14599.559,14616.129,3.7815120220184326
1644282000,14616.117,14616.387,14577.329,14585.549,4.511055946350098
1644285600,14586.189,14608.099,14570.179,14601.179,3.8943979740142822
1644289200,14601.739,14613.589,14586.259,14594.559,3.286407947540283
1644292800,14595.019,14601.889,14584.859,14589.649,2.669696092605591
1644296400,14589.637,14592.167,14549.049,14567.737,4.0149922370910645
1644300000,14567.409,14594.689,14554.859,14581.079,3.2083899974823
1644303600,14581.087,14608.889,14552.019,14569.719,4.285525798797607
1644307200,14570.309,14615.299,14555.539,14596.379,7.836277961730957
1644310800,14596.327,14629.789,14574.229,14581.759,6.177053928375244
1644314400,14581.997,14598.317,14554.189,14583.589,5.681608200073242
1644318000,14583.507,14592.119,14522.379,14543.999,6.354656219482422
1644321600,14543.159,14545.289,14496.649,14530.879,6.511760234832764
1644325200,14532.399,14559.089,14510.669,14540.019,6.221680164337158
1644328800,14540.177,14601.489,14514.639,14535.009,9.329236030578613
1644332400,14535.019,14639.297,14481.689,14619.347,11.870918273925781
1644336000,14619.599,14716.779,14617.009,14701.799,10.997061729431152
1644339600,14701.649,14770.689,14671.399,14737.179,10.085426330566406
1644343200,14737.639,14737.639,14673.839,14705.309,10.293313026428223
1644346800,14705.267,14733.387,14634.349,14659.369,10.61701774597168
1644350400,14659.357,14788.289,14628.599,14747.379,11.10043716430664
1644354000,14746.229,14771.399,14732.619,14753.019,1.664749026298523
1644361200,14755.179,14798.659,14753.549,14788.589,2.6627330780029297
1644364800,14789.589,14792.097,14758.829,14766.687,3.517435073852539
1644368400,14766.509,14787.089,14757.239,14777.089,4.345016956329346
1644372000,14777.529,14786.799,14763.669,14772.899,3.129728078842163
1644375600,14772.837,14803.899,14772.109,14798.219,2.725084066390991
1644379200,14798.177,14829.709,14796.689,14821.319,2.5508270263671875
1644382800,14821.659,14828.389,14810.839,14810.839,3.172887086868286
1644386400,14811.109,14825.897,14802.519,14808.049,2.67576003074646
1644390000,14808.279,14821.399,14768.859,14792.119,3.659514904022217
1644393600,14792.239,14874.497,14781.659,14857.389,6.514671802520752
1644397200,14857.107,14870.809,14850.139,14853.179,3.8445611000061035
1644400800,14853.387,14889.787,14848.569,14880.379,3.3321731090545654
1644404400,14880.649,14919.489,14865.669,14912.899,3.754293918609619
1644408000,14912.829,14943.769,14906.159,14932.709,4.841578006744385
1644411600,14932.639,14956.569,14927.019,14929.099,5.01517915725708
1644415200,14929.219,14962.309,14875.319,14891.259,8.418109893798828
1644418800,14890.319,14961.289,14864.849,14959.589,11.064043045043945
1644422400,14959.719,14979.499,14925.919,14939.139,10.241365432739258
1644426000,14939.599,14999.809,14922.259,14997.239,9.712334632873535
1644429600,14997.549,15006.599,14971.239,14994.539,8.99644947052002
1644433200,14994.999,15035.981,14994.059,15002.099,7.661479949951172
1644436800,15002.049,15055.219,14959.799,15055.179,10.373250961303711
1644440400,15055.167,15056.309,15038.249,15055.889,1.7663320302963257
1644447600,15069.599,15070.117,15040.809,15052.199,2.476902961730957
1644451200,15052.519,15054.999,15017.719,15020.389,3.766331911087036
1644454800,15021.109,15021.297,14995.539,15005.309,4.574841022491455
1644458400,15005.407,15006.599,14985.0,14990.829,3.2623579502105713
1644462000,14991.159,15003.899,14977.879,14997.349,2.875960111618042
1644465600,14997.579,15010.919,14995.309,15004.709,2.1888809204101562
1644469200,15004.749,15019.599,14988.169,15019.409,2.4908359050750732
1644472800,15019.589,15036.889,15013.109,15027.199,2.593514919281006
1644476400,15027.107,15040.867,15013.849,15039.489,2.964292049407959
1644480000,15039.549,15049.289,14982.369,14983.899,7.25134801864624
1644483600,14984.587,15000.289,14976.319,14992.569,4.908364772796631
1644487200,14992.879,15012.499,14986.819,15010.049,3.6243278980255127
1644490800,15010.109,15016.419,14994.569,15003.179,3.7468600273132324
1644494400,15003.409,15036.217,15002.899,15032.159,3.8040199279785156
1644498000,15032.497,15061.689,14807.909,14812.769,7.993934154510498
1644501600,14812.747,14943.707,14730.609,14919.899,11.300556182861328
1644505200,14919.899,15041.719,14906.349,14934.599,11.85080337524414
1644508800,14934.397,14975.149,14865.059,14968.399,11.169452667236328
1644512400,14968.337,14990.317,14816.769,14885.039,10.802921295166016
1644516000,14885.017,14917.389,14740.779,14829.579,11.61800479888916
1644519600,14829.527,14836.299,14719.679,14740.899,11.36496639251709
1644523200,14740.657,14784.409,14634.739,14712.329,11.831466674804688
1644526800,14713.309,14719.387,14691.519,14698.729,1.8817590475082397
1644534000,14708.609,14722.689,14665.109,14671.509,3.4847710132598877
1644537600,14672.069,14678.569,14628.799,14657.259,4.495636940002441
1644541200,14657.539,14699.099,14635.149,14679.809,4.7187981605529785
1644544800,14680.039,14683.319,14643.039,14672.119,3.7966909408569336
1644548400,14672.289,14675.199,14630.639,14656.889,3.442430019378662
1644552000,14656.809,14659.099,14587.149,14596.827,3.57505202293396
1644555600,14596.279,14599.397,14538.619,14554.889,4.09254789352417
1644559200,14554.827,14587.899,14544.629,14582.209,3.3615059852600098
1644562800,14582.769,14622.889,14582.089,14620.309,4.724542140960693
1644566400,14620.337,14675.169,14603.249,14605.779,7.949720859527588
1644570000,14606.089,14654.109,14583.029,14595.679,6.004630088806152
1644573600,14595.887,14626.549,14593.719,14621.609,4.769614219665527
1644577200,14621.517,14623.199,14583.519,14609.099,5.103593826293945
1644580800,14609.139,14710.789,14608.529,14679.049,6.510088920593262
1644584400,14679.559,14749.287,14664.019,14730.529,6.835039138793945
1644588000,14730.597,14778.189,14638.129,14650.069,9.46399974822998
1644591600,14650.017,14736.409,14602.229,14630.359,12.080791473388672
1644595200,14631.249,14684.077,14537.559,14575.389,11.321633338928223
1644598800,14575.337,14610.999,14518.119,14522.677,10.446879386901855
1644602400,14522.239,14560.099,14323.919,14336.779,11.540556907653809
1644606000,14336.737,14404.107,14220.689,14275.769,13.049172401428223
1644609600,14277.619,14352.919,14193.859,14248.329,12.585043907165527
1644613200,14248.397,14255.049,14222.159,14251.689,2.221019983291626
1644793200,14244.899,14272.389,14194.759,14256.609,4.542600154876709
1644796800,14256.799,14287.529,14227.699,14264.309,5.388599872589111
1644800400,14264.139,14280.299,14223.789,14237.379,5.480400085449219
1644804000,14237.129,14266.279,14216.619,14256.629,3.943650007247925
1644807600,14256.749,14297.719,14238.829,14293.499,2.833199977874756
1644811200,14293.399,14297.299,14268.259,14284.249,1.8008999824523926
1644814800,14284.399,14300.259,14245.039,14253.399,2.6010000705718994
1644818400,14254.259,14276.839,14234.159,14275.669,2.5762500762939453
1644822000,14274.779,14303.419,14227.329,14273.829,3.8645999431610107
1644825600,14272.079,14277.869,14080.339,14094.159,10.185491561889648
1644829200,14094.207,14129.287,14055.269,14085.819,9.33747386932373
1644832800,14086.209,14138.899,14039.609,14108.539,8.083277702331543
1644836400,14108.557,14134.789,14073.129,14116.159,7.259944915771484
1644840000,14116.269,14271.169,14072.039,14241.499,8.601914405822754
1644843600,14241.719,14273.579,14172.219,14191.559,9.107564926147461
1644847200,14191.547,14343.889,14178.589,14297.809,10.604710578918457
1644850800,14297.719,14331.849,14215.409,14281.689,12.034906387329102
1644854400,14281.629,14387.097,14267.559,14349.989,11.397882461547852
1644858000,14350.619,14403.997,14332.829,14359.089,10.041659355163574
1644861600,14359.077,14383.409,14149.799,14149.799,10.585500717163086
1644865200,14150.559,14274.469,14112.889,14242.199,11.732746124267578
1644868800,14241.729,14304.489,14183.429,14266.739,11.772194862365723
1644872400,14267.567,14287.189,14256.009,14271.259,1.440248966217041
1644879600,14267.969,14310.279,14266.489,14306.899,2.569735050201416
1644883200,14306.837,14320.309,14260.389,14294.259,5.03931999206543
1644886800,14294.319,14303.569,14272.539,14302.869,5.238667964935303
1644890400,14302.829,14342.309,14299.819,14328.539,3.972968101501465
1644894000,14328.787,14329.019,14296.369,14303.469,3.446655035018921
1644897600,14303.589,14307.589,14276.209,14296.009,3.2941980361938477
1644901200,14295.917,14296.299,14233.049,14255.299,5.331725120544434
1644904800,14255.217,14286.497,14250.829,14277.299,3.5367488861083984
1644908400,14277.029,14305.907,14248.819,14267.849,5.045450210571289
1644912000,14267.827,14502.089,14254.309,14478.609,9.73179817199707
1644915600,14478.607,14542.789,14474.279,14515.819,7.494757175445557
1644919200,14516.359,14551.789,14496.569,14529.889,6.806369781494141
1644922800,14529.859,14583.087,14525.017,14557.339,5.596063137054443
1644926400,14557.337,14581.819,14537.429,14558.927,6.820876121520996
1644930000,14558.899,14570.689,14471.829,14481.599,6.912160873413086
1644933600,14481.429,14531.479,14455.739,14512.089,9.594796180725098
1644937200,14511.849,14555.047,14462.419,14530.439,11.12198543548584
1644940800,14531.019,14571.987,14519.519,14558.299,9.827630996704102
1644944400,14558.139,14568.149,14437.209,14476.269,10.158282279968262
1644948000,14476.599,14556.189,14470.629,14550.899,8.963242530822754
1644951600,14551.499,14579.109,14513.159,14570.679,9.430685043334961
1644955200,14571.799,14622.897,14532.969,14616.699,10.254009246826172
1644958800,14616.649,14617.539,14573.019,14588.219,1.7598079442977905
1644966000,14593.096,14597.236,14563.769,14568.679,2.438054084777832
1644969600,14568.677,14573.789,14554.759,14557.029,3.8773550987243652
1644973200,14557.087,14576.099,14555.619,14568.799,4.0263872146606445
1644976800,14568.409,14581.199,14560.159,14566.889,3.6263389587402344
1644980400,14567.259,14571.199,14553.619,14561.539,2.820065975189209
1644984000,14561.557,14572.387,14557.549,14570.789,2.064081907272339
1644987600,14570.709,14586.287,14570.309,14577.749,3.2314798831939697
1644991200,14578.299,14591.599,14570.149,14586.789,2.879746913909912
1644994800,14586.119,14600.409,14574.129,14589.779,4.2287139892578125
1644998400,14590.259,14669.599,14561.619,14635.679,8.420331001281738
1645002000,14641.319,14673.597,14606.569,14610.379,7.167698860168457
1645005600,14610.347,14621.807,14572.209,14598.629,6.378914833068848
1645009200,14598.677,14620.669,14587.669,14612.809,5.14173698425293
1645012800,14612.717,14627.909,14563.279,14577.299,5.881039142608643
1645016400,14577.377,14611.179,14522.589,14531.409,6.401023864746094
1645020000,14531.787,14536.599,14387.819,14414.689,9.59689998626709
1645023600,14414.569,14475.559,14392.359,14454.769,11.171656608581543
1645027200,14455.709,14488.279,14430.559,14467.689,10.350922584533691
1645030800,14467.019,14482.989,14395.259,14423.329,9.415760040283203
1645034400,14423.049,14451.609,14406.779,14435.039,9.083248138427734
1645038000,14435.079,14615.789,14401.639,14595.889,11.497124671936035
1645041600,14596.349,14651.187,14590.259,14608.447,10.833099365234375
1645045200,14606.349,14613.597,14588.879,14599.999,1.7065939903259277
1645052400,14596.259,14623.309,14571.329,14576.439,3.730195999145508
1645056000,14576.497,14585.599,14565.539,14575.907,4.1769938468933105
1645059600,14575.799,14588.559,14570.259,14580.519,4.0017781257629395
1645063200,14580.569,14599.909,14578.019,14597.729,3.204045057296753
1645066800,14597.829,14603.819,14518.217,14520.769,3.223433017730713
1645070400,14521.389,14521.389,14446.789,14490.359,6.857182025909424
1645074000,14490.409,14541.099,14479.809,14524.469,5.538679122924805
1645077600,14524.467,14550.447,14496.809,14525.519,4.256132125854492
1645081200,14525.597,14563.587,14518.749,14550.079,5.12422513961792
1645084800,14550.239,14587.989,14472.789,14512.909,9.116227149963379
1645088400,14513.449,14530.019,14480.249,14502.299,6.543207168579102
1645092000,14502.047,14527.769,14496.369,14511.339,5.319744110107422
1645095600,14511.769,14520.107,14489.239,14512.719,4.393889904022217
1645099200,14512.769,14559.689,14510.369,14550.799,5.332028865814209
1645102800,14551.059,14568.687,14450.419,14462.809,7.3124871253967285
1645106400,14463.429,14506.797,14381.919,14408.209,9.84597110748291
1645110000,14407.259,14435.009,14331.519,14370.559,11.332425117492676
1645113600,14370.589,14418.029,14358.579,14367.859,9.976895332336426
1645117200,14368.139,14377.789,14322.559,14357.779,9.383328437805176
1645120800,14357.319,14360.799,14295.059,14312.899,9.179610252380371
1645124400,14312.899,14312.899,14245.199,14247.089,8.959506034851074
1645128000,14246.799,14254.619,14157.789,14174.379,10.323254585266113
1645131600,14175.229,14183.889,14144.009,14172.817,1.9771629571914673
1645138800,14163.019,14193.619,14145.729,14182.129,3.9551339149475098
1645142400,14181.539,14194.099,14137.549,14168.129,5.550121784210205
1645146000,14168.147,14298.787,14154.099,14280.829,6.653201103210449
1645149600,14281.219,14291.907,14254.639,14275.289,5.263783931732178
1645153200,14275.899,14306.599,14267.319,14288.719,4.378389835357666
1645156800,14289.019,14306.399,14277.829,14280.149,3.8282229900360107
1645160400,14280.409,14291.109,14265.039,14270.909,3.5960910320281982
1645164000,14270.897,14272.897,14245.369,14252.749,3.882456064224243
1645167600,14253.889,14267.579,14235.789,14250.039,5.131769180297852
1645171200,14250.049,14295.689,14243.649,14263.009,7.824152946472168
1645174800,14263.499,14280.309,14231.629,14279.189,6.302217960357666
1645178400,14279.177,14287.299,14257.089,14271.649,5.464134216308594
1645182000,14271.697,14283.899,14238.899,14254.609,4.865384101867676
1645185600,14254.679,14275.799,14246.379,14272.209,4.635364055633545
1645189200,14272.157,14279.619,14138.609,14190.907,8.477784156799316
1645192800,14190.879,14229.677,14097.639,14194.519,10.035015106201172
1645196400,14194.799,14204.089,14043.319,14059.139,11.67221736907959
1645200000,14058.619,14072.399,13969.789,13983.479,11.404440879821777
1645203600,13983.447,14064.409,13948.469,13952.289,11.186532020568848
1645207200,13952.309,14017.399,13914.299,13996.479,10.656685829162598
1645210800,13996.519,14137.469,13989.299,14113.489,11.023433685302734
1645214400,14114.257,14151.589,13968.939,14012.449,12.035346031188965
1645218000,14013.349,14047.097,14008.709,14027.849,1.987818956375122
1645398000,13876.186,13904.246,13855.696,13861.286,1.0883300304412842
1645401600,13861.486,13980.277,13819.326,13972.916,1.6052639484405518
1645405200,13974.346,14087.676,13933.566,14067.216,1.4650770425796509
1645408800,14067.796,14084.276,14057.516,14071.606,0.7702019810676575
1645412400,14071.726,14082.536,14013.416,14026.119,0.7890700101852417
1645416000,14026.109,14073.836,14019.806,14067.566,0.6987800002098083
1645419600,14067.206,14085.526,14056.429,14070.456,0.8329340219497681
1645423200,14070.226,14149.266,14067.519,14131.996,0.7434970140457153
1645426800,14132.056,14164.856,14098.106,14105.569,2.335921049118042
1645430400,14105.569,14118.516,14033.566,14041.979,3.9678080081939697
1645434000,14044.316,14046.716,13973.209,13983.999,3.1189959049224854
