t,o,h,l,c,v
1577919600,8749.99,8760.0,8746.07,8752.7,2.593316078186035
1577923200,8752.7,8759.39,8751.21,8758.21,1.9538400173187256
1577926800,8758.21,8763.39,8748.77,8758.17,5.921850204467773
1577930400,8758.17,8763.29,8756.54,8761.63,3.289530038833618
1577934000,8761.63,8768.4,8761.62,8767.39,1.4853899478912354
1577937600,8767.39,8767.39,8763.38,8764.17,0.5979400277137756
1577941200,8764.17,8765.71,8759.82,8765.23,1.453320026397705
1577944800,8765.23,8766.04,8761.32,8764.6,1.8166500329971313
1577948400,8764.63,8775.9,8764.63,8771.87,4.113890171051025
1577952000,8772.33,8784.87,8769.02,8781.91,9.877039909362793
1577955600,8782.4,8792.87,8780.66,8791.38,6.945859909057617
1577959200,8791.38,8798.21,8790.62,8794.2,3.80145001411438
1577962800,8794.2,8794.79,8784.16,8784.62,3.4365999698638916
1577966400,8784.62,8795.29,8784.11,8794.83,2.8870999813079834
1577970000,8794.81,8807.39,8794.65,8804.66,4.425464153289795
1577973600,8804.58,8829.71,8791.9,8825.33,4.289605140686035
1577977200,8825.67,8826.9,8782.66,8805.66,2.4800219535827637
1577980800,8805.88,8812.14,8787.42,8811.17,7.845344066619873
1577984400,8811.4,8827.39,8808.66,8826.2,0.9495480060577393
1577988000,8826.2,8826.79,8816.67,8826.39,0.7561579942703247
1577991600,8826.6,8845.89,8825.65,8844.31,0.6727679967880249
1577995200,8844.69,8871.0,8843.84,8871.0,0.9629600048065186
1577998800,8871.0,8876.4,8866.59,8873.81,0.22724199295043945
1578006000,8879.3,8887.99,8878.15,8879.12,0.28925400972366333
1578009600,8879.18,8884.79,8877.77,8882.85,0.3123680055141449
1578013200,8882.85,8887.29,8850.89,8854.33,0.7776389718055725
1578016800,8854.79,8858.69,8812.85,8818.62,2.0093541145324707
1578020400,8818.41,8820.6,8783.69,8803.22,1.0932339429855347
1578024000,8803.42,8818.6,8798.65,8810.88,0.7495279908180237
1578027600,8811.3,8814.72,8787.21,8799.34,0.9770479798316956
1578031200,8799.52,8800.8,8788.88,8798.29,0.7290359735488892
1578034800,8798.29,8805.12,8772.58,8773.7,1.1428940296173096
1578038400,8773.89,8785.59,8760.19,8775.78,1.7721819877624512
1578042000,8775.81,8777.11,8743.68,8756.89,1.453179955482483
1578045600,8756.84,8764.7,8716.19,8726.77,1.3071800470352173
1578049200,8726.7,8745.29,8721.6,8737.39,1.2898340225219727
1578052800,8738.31,8765.1,8736.71,8757.5,1.157446026802063
1578056400,8757.28,8788.32,8756.6,8771.87,1.4163099527359009
1578060000,8771.87,8822.17,8750.22,8807.61,2.5234570503234863
1578063600,8807.61,8818.79,8787.14,8802.81,2.73404598236084
1578067200,8802.67,8820.76,8788.95,8817.78,1.8446029424667358
1578070800,8817.74,8844.68,8817.17,8836.78,1.3151500225067139
1578074400,8836.8,8839.5,8798.82,8817.28,1.7041599750518799
1578078000,8817.35,8826.51,8805.72,8823.95,1.4725010395050049
1578081600,8823.97,8832.5,8793.98,8793.98,1.7174060344696045
1578085200,8793.99,8799.28,8790.99,8793.49,0.3639180064201355
1578265200,8735.91,8761.22,8730.4,8760.18,1.2345490455627441
1578268800,8760.31,8766.3,8750.96,8756.71,1.1344619989395142
1578272400,8756.73,8757.5,8742.47,8745.59,1.0319509506225586
1578276000,8745.69,8753.39,8742.45,8746.68,0.6074169874191284
1578279600,8746.51,8763.52,8746.41,8761.47,0.4872559905052185
1578283200,8761.48,8777.31,8758.72,8770.21,0.538407027721405
1578286800,8770.24,8772.16,8762.46,8763.62,0.3914879858493805
1578290400,8764.3,8765.42,8745.46,8755.91,0.7893019914627075
1578294000,8755.91,8772.01,8752.71,8753.73,0.8461670279502869
1578297600,8753.31,8761.72,8708.9,8711.4,2.0023579597473145
1578301200,8711.35,8723.37,8705.68,8721.49,1.3495149612426758
1578304800,8721.9,8731.59,8718.43,8729.46,0.9370989799499512
1578308400,8729.63,8734.18,8721.77,8730.42,0.9001550078392029
1578312000,8730.48,8748.5,8730.48,8743.98,0.8350380063056946
1578315600,8743.92,8743.92,8723.19,8733.85,1.0285329818725586
1578319200,8733.85,8783.99,8712.49,8781.01,2.33227801322937
1578322800,8780.95,8813.8,8776.01,8807.58,2.2132411003112793
1578326400,8807.58,8820.11,8801.78,8806.79,1.588927984237671
1578330000,8807.05,8807.79,8795.68,8806.0,1.1908210515975952
1578333600,8806.12,8819.77,8804.81,8814.28,0.8419579863548279
1578337200,8814.47,8830.06,8809.5,8823.79,0.916670024394989
1578340800,8824.18,8849.5,8819.78,8846.71,1.347404956817627
1578344400,8846.89,8855.6,8827.52,8832.79,0.32833099365234375
1578351600,8835.52,8840.1,8827.64,8830.32,0.35756099224090576
1578355200,8830.37,8852.16,8828.85,8845.89,0.7436079978942871
1578358800,8845.82,8857.99,8843.69,8853.38,0.6553459763526917
1578362400,8853.71,8863.89,8853.13,8855.89,0.4953159987926483
1578366000,8855.89,8856.5,8850.68,8853.88,0.23861899971961975
1578369600,8854.02,8870.71,8853.57,8863.53,0.3751400113105774
1578373200,8863.53,8864.61,8854.66,8857.41,0.49697598814964294
1578376800,8857.89,8860.42,8842.85,8852.53,0.7002360224723816
1578380400,8852.53,8863.39,8833.65,8846.12,1.3634589910507202
1578384000,8846.15,8875.64,8838.38,8860.9,1.8201450109481812
1578387600,8860.8,8867.17,8848.63,8858.74,1.0328890085220337
1578391200,8858.74,8863.9,8849.38,8857.13,0.9435070157051086
1578394800,8857.11,8863.1,8845.18,8848.36,0.6789180040359497
1578398400,8848.32,8863.21,8846.64,8861.42,0.6371489763259888
1578402000,8861.55,8863.64,8834.32,8838.29,1.037619948387146
1578405600,8838.29,8859.59,8816.84,8839.31,2.227660894393921
1578409200,8839.31,8862.1,8825.4,8859.9,2.6091721057891846
1578412800,8859.9,8872.21,8848.83,8853.31,1.5276249647140503
1578416400,8853.79,8862.69,8848.85,8859.61,1.2190099954605103
1578420000,8859.66,8869.21,8859.38,8868.39,0.796580970287323
1578423600,8868.62,8868.91,8844.87,8855.6,1.1828210353851318
1578427200,8855.9,8864.0,8840.43,8846.13,1.245589017868042
1578430800,8846.18,8846.2,8834.41,8836.1,0.26396799087524414
1578438000,8820.19,8829.87,8710.42,8735.41,2.4875121116638184
1578441600,8735.41,8739.19,8660.97,8693.39,3.0206239223480225
1578445200,8693.39,8760.98,8683.07,8732.53,2.5524120330810547
1578448800,8732.52,8813.47,8729.62,8801.08,2.6921660900115967
1578452400,8801.38,8808.6,8772.37,8800.1,1.7999440431594849
1578456000,8800.2,8808.22,8787.44,8789.92,0.7672759890556335
1578459600,8790.19,8804.39,8783.72,8786.9,0.9135019779205322
1578463200,8787.37,8797.9,8781.59,8792.92,0.8086140155792236
1578466800,8792.92,8816.69,8791.06,8810.21,1.2289680242538452
1578470400,8810.21,8825.07,8802.69,8815.2,1.9583840370178223
1578474000,8815.13,8827.41,8811.5,8822.21,1.0974559783935547
1578477600,8822.21,8856.62,8819.06,8850.09,1.076781988143921
1578481200,8849.96,8865.29,8842.61,8851.46,1.2096539735794067
1578484800,8851.43,8863.9,8845.59,8858.02,1.0953600406646729
1578488400,8858.02,8871.4,8840.93,8850.0,1.353327989578247
1578492000,8849.87,8879.5,8831.97,8873.96,2.120974063873291
1578495600,8874.84,8880.97,8840.06,8854.61,2.1623499393463135
1578499200,8854.58,8920.47,8845.07,8909.09,2.6644959449768066
1578502800,8909.01,8927.59,8908.52,8922.61,1.7198179960250854
1578506400,8922.61,8927.51,8914.08,8915.87,1.083765983581543
1578510000,8915.87,8931.99,8915.76,8931.5,0.891044020652771
1578513600,8931.72,8953.99,8905.69,8911.1,1.6588740348815918
1578517200,8911.1,8927.8,8909.09,8926.1,0.4619399905204773
1578524400,8929.49,8944.1,8923.68,8932.86,0.6672019958496094
1578528000,8933.09,8945.2,8927.92,8936.19,0.787310004234314
1578531600,8936.19,8943.7,8930.71,8935.02,0.940805971622467
1578535200,8934.95,8937.64,8928.47,8929.67,0.5682560205459595
1578538800,8929.67,8932.01,8913.2,8927.66,0.4891340136528015
1578542400,8927.66,8936.4,8924.16,8934.46,0.22295799851417542
1578546000,8934.43,8947.19,8931.67,8942.47,0.5411080121994019
1578549600,8942.66,8945.45,8937.16,8942.08,0.557673990726471
1578553200,8942.08,8969.7,8937.85,8966.95,0.9017860293388367
1578556800,8966.95,8974.5,8957.66,8964.67,1.2643280029296875
1578560400,8964.91,8969.7,8961.98,8966.53,0.9171000123023987
1578564000,8966.66,8970.9,8959.62,8960.99,0.7389960289001465
1578567600,8961.19,8967.39,8958.71,8966.19,0.5043759942054749
1578571200,8966.14,8975.71,8955.68,8962.56,1.017333984375
1578574800,8961.65,8980.4,8958.6,8975.92,0.9031220078468323
1578578400,8976.3,9003.51,8972.17,8985.69,2.3355178833007812
1578582000,8985.48,8999.0,8973.99,8993.12,2.027221918106079
1578585600,8993.43,8996.42,8975.95,8990.69,1.423272967338562
1578589200,8990.71,8992.67,8936.19,8963.68,1.8150080442428589
1578592800,8963.68,8980.4,8955.95,8974.18,1.6885119676589966
1578596400,8974.29,8989.1,8970.96,8981.67,1.1966899633407593
1578600000,8981.66,8990.7,8967.68,8989.71,1.4051599502563477
1578603600,8990.0,8993.0,8984.06,8992.11,0.24477599561214447
1578610800,8992.18,9000.1,8990.69,8997.71,0.3902739882469177
1578614400,8998.58,9015.8,8998.0,9011.88,0.8233339786529541
1578618000,9012.02,9015.1,9005.99,9010.16,0.6773059964179993
1578621600,9010.16,9013.79,9007.16,9013.15,0.3843739926815033
1578625200,9013.02,9020.95,9011.91,9020.15,0.23861999809741974
1578628800,9020.13,9023.39,9017.96,9019.2,0.1910559982061386
1578632400,9019.02,9022.2,9015.65,9021.96,0.28575199842453003
1578636000,9022.5,9026.02,9019.17,9020.19,0.30231600999832153
1578639600,9020.12,9024.3,9016.7,9021.62,0.36064600944519043
1578643200,9021.62,9022.1,9007.14,9012.69,0.774645984172821
1578646800,9012.69,9023.1,9011.19,9022.68,0.4973919987678528
1578650400,9022.99,9028.09,9020.62,9023.2,0.3910120129585266
1578654000,9023.2,9037.2,9022.66,9030.48,0.3854939937591553
1578657600,9030.39,9032.2,9027.49,9029.0,0.2964940071105957
1578661200,9029.0,9035.2,9009.19,9021.44,1.3770840167999268
1578664800,9021.7,9027.1,8987.7,9013.49,2.171312093734741
1578668400,9013.2,9025.4,9007.0,9019.18,2.0632519721984863
1578672000,9019.33,9025.2,8994.15,9000.77,1.7480180263519287
1578675600,9000.77,9001.17,8972.88,8989.61,1.7123039960861206
1578679200,8989.59,9003.39,8988.16,8996.56,1.0479539632797241
1578682800,8996.66,9000.22,8972.2,8985.13,1.2745620012283325
1578686400,8985.1,8986.19,8950.54,8967.03,1.9338419437408447
1578690000,8967.03,8968.71,8959.71,8963.41,0.2671320140361786
1578870000,8973.14,8982.21,8966.91,8970.17,0.5088080167770386
1578873600,8970.6,8980.12,8968.17,8977.77,0.47120198607444763
1578877200,8977.85,8995.9,8977.85,8983.81,0.7515699863433838
1578880800,8983.8,8994.67,8982.82,8993.89,0.5280200242996216
1578884400,8993.89,8997.6,8992.15,8993.42,0.2705959975719452
1578888000,8993.37,8995.4,8991.4,8992.8,0.09179600328207016
1578891600,8992.8,8999.68,8992.13,8996.13,0.22938600182533264
1578895200,8996.25,9000.09,8990.84,8991.42,0.254036009311676
1578898800,8991.5,8996.59,8988.85,8991.91,0.3483780026435852
1578902400,8992.34,9005.39,8991.37,9000.2,0.896772027015686
1578906000,9000.41,9008.6,8994.85,9008.6,0.8056380152702332
1578909600,9008.6,9009.89,9002.87,9008.18,0.44419199228286743
1578913200,9008.35,9008.35,8990.18,8990.72,0.5362139940261841
1578916800,8990.64,8999.3,8989.21,8995.36,0.54339998960495
1578920400,8995.62,9007.22,8994.87,8998.66,0.6519659757614136
1578924000,8999.0,9020.9,8987.83,9017.09,2.0101559162139893
1578927600,9017.13,9021.89,9003.37,9019.21,2.0117440223693848
1578931200,9019.21,9043.39,9014.9,9042.41,1.573740005493164
1578934800,9042.41,9053.67,9042.08,9048.85,0.9454140067100525
1578938400,9048.87,9057.17,9045.91,9050.2,0.7315980195999146
1578942000,9050.18,9061.9,9046.37,9056.35,0.6793079972267151
1578945600,9056.63,9071.1,9049.6,9069.41,1.003931999206543
1578949200,9069.4,9073.41,9065.38,9071.9,0.19465599954128265
1578956400,9074.15,9090.81,9071.3,9088.37,0.44570600986480713
1578960000,9088.4,9098.3,9086.57,9091.82,0.6575980186462402
1578963600,9091.87,9092.91,9082.2,9085.92,0.6930999755859375
1578967200,9086.15,9088.4,9078.63,9080.32,0.48895400762557983
1578970800,9080.4,9081.19,9062.63,9070.38,0.5187360048294067
1578974400,9070.57,9072.6,9066.63,9069.85,0.2681399881839752
1578978000,9069.85,9076.21,9065.17,9067.18,0.4063740074634552
1578981600,9067.33,9072.9,9063.89,9071.9,0.3142940104007721
1578985200,9071.63,9073.9,9055.35,9056.21,0.4493820071220398
1578988800,9055.92,9055.92,9025.09,9051.56,1.220770001411438
1578992400,9051.7,9077.7,9049.25,9072.75,0.8863880038261414
1578996000,9072.76,9079.8,9048.11,9059.17,0.876010000705719
1578999600,9059.31,9064.99,9044.57,9056.71,1.1338880062103271
1579003200,9056.71,9067.6,9052.76,9061.9,0.6371060013771057
1579006800,9062.16,9074.1,9058.58,9070.38,0.8822299838066101
1579010400,9071.07,9072.19,9020.87,9025.6,2.192457914352417
1579014000,9025.64,9064.7,9019.66,9044.72,2.212019920349121
1579017600,9045.0,9061.51,9040.63,9061.17,1.6678520441055298
1579021200,9061.49,9073.95,9057.68,9064.7,1.0601840019226074
1579024800,9064.68,9079.7,9038.02,9040.97,1.9902570247650146
1579028400,9041.62,9062.7,9019.65,9045.21,2.2513439655303955
1579032000,9045.21,9049.9,9021.67,9034.49,2.0976641178131104
1579035600,9034.49,9046.77,9031.94,9045.0,0.24702399969100952
1579042800,9045.68,9045.91,9012.2,9013.39,0.5500810146331787
1579046400,9013.71,9026.89,9008.52,9018.5,0.6787279844284058
1579050000,9018.23,9039.39,9017.47,9030.99,0.851032018661499
1579053600,9031.39,9033.3,9012.26,9016.3,1.035006046295166
1579057200,9016.33,9021.32,9010.78,9018.85,0.5711429715156555
1579060800,9018.85,9022.02,9016.42,9020.8,0.31043699383735657
1579064400,9020.8,9027.19,9014.24,9024.68,0.5251889824867249
1579068000,9024.52,9031.79,9021.96,9028.51,0.4545170068740845
1579071600,9028.8,9039.2,9026.89,9035.31,0.5383219718933105
1579075200,9035.17,9042.1,9023.81,9031.19,1.2271770238876343
1579078800,9031.25,9033.77,9026.46,9031.69,0.6771349906921387
1579082400,9031.72,9040.45,9031.37,9036.98,0.4782620072364807
1579086000,9037.12,9044.29,9034.25,9041.96,0.45861101150512695
1579089600,9041.96,9057.4,9039.29,9052.52,0.7040939927101135
1579093200,9052.79,9055.51,9026.21,9029.81,1.1510640382766724
1579096800,9029.71,9069.51,9026.89,9067.27,2.098414897918701
1579100400,9067.91,9079.72,9056.71,9078.87,2.1419460773468018
1579104000,9079.17,9079.21,9054.87,9061.26,1.7965350151062012
1579107600,9061.33,9072.9,9047.67,9050.1,1.6959110498428345
1579111200,9050.29,9053.9,9027.91,9036.18,1.7749810218811035
1579114800,9036.33,9058.69,9033.39,9045.1,1.1688059568405151
1579118400,9045.1,9046.12,9007.09,9037.19,2.1773929595947266
1579122000,9037.19,9045.6,9036.37,9043.59,0.22610999643802643
1579129200,9047.02,9065.78,9046.56,9057.02,0.45473000407218933
1579132800,9057.06,9059.09,9050.35,9050.39,0.5458120107650757
1579136400,9050.39,9057.19,9046.88,9055.59,0.6758739948272705
1579140000,9055.59,9058.99,9049.33,9053.9,0.44603800773620605
1579143600,9054.2,9054.2,9047.36,9051.91,0.24245800077915192
1579147200,9052.0,9058.3,9051.38,9057.57,0.1881999969482422
1579150800,9057.75,9065.61,9056.88,9064.77,0.2680560052394867
1579154400,9065.09,9066.41,9060.24,9066.41,0.23399800062179565
1579158000,9066.39,9066.8,9061.07,9064.35,0.3197399973869324
1579161600,9065.0,9092.61,9064.3,9084.62,0.9612500071525574
1579165200,9084.62,9086.99,9070.85,9074.12,0.7347840070724487
1579168800,9074.07,9082.59,9070.04,9082.08,0.5174720287322998
1579172400,9082.32,9083.09,9072.04,9082.0,0.508109986782074
1579176000,9082.04,9084.42,9073.42,9074.54,0.4041999876499176
1579179600,9074.54,9083.09,9073.42,9076.6,0.7057459950447083
1579183200,9077.1,9102.1,9072.41,9093.59,1.6874109506607056
1579186800,9093.58,9103.395,9074.07,9078.22,1.879794955253601
1579190400,9078.54,9088.09,9062.66,9079.91,1.485205054283142
1579194000,9080.18,9084.42,9075.83,9078.71,0.8855630159378052
1579197600,9078.71,9092.39,9074.41,9091.59,0.7401599884033203
1579201200,9091.59,9097.89,9088.79,9091.39,0.6570680141448975
1579204800,9091.19,9125.7,9088.67,9124.57,1.1685049533843994
1579208400,9124.87,9127.36,9119.59,9120.08,0.27889400720596313
1579215600,9125.11,9143.59,9119.96,9131.99,0.45922398567199707
1579219200,9131.79,9134.5,9128.35,9131.31,0.4339959919452667
1579222800,9131.29,9131.6,9122.1,9125.11,0.6083379983901978
1579226400,9127.703,9134.6,9123.88,9127.31,0.5664420127868652
1579230000,9127.33,9129.6,9122.97,9125.6,0.3065280020236969
1579233600,9125.6,9126.8,9121.38,9121.41,0.11968400329351425
1579237200,9121.44,9126.89,9120.35,9125.09,0.1858700066804886
1579240800,9125.32,9127.5,9121.76,9125.51,0.2239760011434555
1579244400,9125.54,9133.08,9125.41,9132.46,0.2972460091114044
1579248000,9132.46,9148.91,9131.42,9141.41,0.6965019702911377
1579251600,9141.41,9152.8,9139.07,9149.09,0.43932801485061646
1579255200,9149.09,9158.33,9148.41,9154.79,0.43755000829696655
1579258800,9154.89,9157.6,9151.27,9157.4,0.28868600726127625
1579262400,9157.52,9157.52,9146.55,9150.92,0.3695079982280731
1579266000,9150.95,9167.3,9150.41,9160.52,0.6382579803466797
1579269600,9160.6,9171.88,9127.02,9145.33,1.841480016708374
1579273200,9145.33,9151.49,9131.31,9135.35,1.8829799890518188
1579276800,9135.52,9141.4,9117.04,9134.21,1.4798920154571533
1579280400,9134.45,9145.4,9130.39,9134.44,0.8554099798202515
1579284000,9134.44,9148.71,9134.01,9147.19,0.700875997543335
1579287600,9147.13,9150.69,9139.48,9146.96,0.620136022567749
1579291200,9146.96,9176.5,9134.94,9170.32,1.2475299835205078
1579294800,9169.69,9170.31,9160.47,9161.4,0.2469940036535263
1579474800,9160.76,9171.29,9155.38,9170.99,0.4150699973106384
1579478400,9171.29,9173.4,9162.74,9168.28,0.3981179893016815
1579482000,9168.42,9170.9,9164.76,9167.51,0.5862820148468018
1579485600,9167.49,9168.0,9163.46,9165.64,0.3748460114002228
1579489200,9165.45,9168.0,9165.31,9166.34,0.16898000240325928
1579492800,9166.51,9167.7,9165.26,9165.63,0.06362999975681305
1579496400,9165.77,9167.09,9162.48,9163.49,0.20890399813652039
1579500000,9163.49,9167.4,9162.74,9166.19,0.19171400368213654
1579503600,9166.0,9166.68,9153.02,9155.49,0.38759198784828186
1579507200,9155.32,9156.4,9147.68,9148.75,0.6465520262718201
1579510800,9148.71,9155.6,9146.45,9152.32,0.3739840090274811
1579514400,9152.32,9152.7,9147.35,9148.48,0.2183459997177124
1579518000,9148.5,9158.29,9148.26,9157.91,0.22252599895000458
1579521600,9158.23,9159.19,9152.23,9153.4,0.2561199963092804
1579525200,9153.4,9154.5,9149.27,9151.3,0.27454400062561035
1579528800,9151.7,9160.01,9149.77,9158.78,0.37816300988197327
1579532400,9158.97,9159.39,9149.0,9156.18,0.8355500102043152
1579536000,9156.18,9161.5,9152.38,9160.7,1.2851439714431763
1579539600,9160.49,9164.7,9159.98,9162.99,0.18583600223064423
1579561200,9162.37,9165.2,9155.01,9156.44,0.18280699849128723
1579564800,9156.47,9159.28,9154.28,9156.29,0.2239760011434555
1579568400,9156.29,9156.49,9116.97,9121.29,1.3137120008468628
1579572000,9121.23,9127.0,9107.43,9115.4,0.6937419772148132
1579575600,9115.5,9120.7,9112.31,9112.52,0.5704399943351746
1579579200,9112.71,9118.19,9109.99,9114.8,0.2555519938468933
1579582800,9114.97,9118.99,9111.94,9113.88,0.3720479905605316
1579586400,9114.09,9118.7,9104.02,9108.51,0.5018249750137329
1579590000,9108.89,9129.6,9105.26,9124.18,0.9400849938392639
1579593600,9124.23,9124.8,9101.3,9118.46,1.6871099472045898
1579597200,9118.82,9120.79,9107.0,9114.17,0.8766099810600281
1579600800,9114.32,9117.64,9110.49,9117.64,0.6201249957084656
1579604400,9117.81,9125.36,9113.66,9125.22,0.6130849719047546
1579608000,9125.22,9129.7,9123.47,9127.59,0.4335649907588959
1579611600,9127.41,9133.59,9124.46,9128.39,0.6720799803733826
1579615200,9128.38,9163.75,9128.25,9158.75,1.7483799457550049
1579618800,9157.99,9169.52,9148.74,9156.48,1.913159966468811
1579622400,9156.21,9187.41,9154.51,9180.52,1.395259976387024
1579626000,9180.46,9183.71,9176.39,9179.19,0.7641850113868713
1579629600,9179.2,9183.4,9142.16,9145.44,1.5747020244598389
1579633200,9145.41,9162.19,9140.21,9159.49,1.763005018234253
1579636800,9159.45,9179.39,9158.54,9167.8,1.7811249494552612
1579640400,9167.74,9179.05,9153.29,9157.6,0.45570001006126404
1579647600,9167.82,9170.8,9161.1,9165.0,0.3813599944114685
1579651200,9165.08,9177.2,9164.29,9174.07,0.4788280129432678
1579654800,9174.02,9182.5,9171.48,9174.47,0.847756028175354
1579658400,9174.5,9219.99,9174.25,9213.43,2.0851900577545166
1579662000,9213.7,9222.09,9208.75,9213.0,0.7719159722328186
1579665600,9212.79,9217.5,9212.03,9215.56,0.19373199343681335
1579669200,9215.54,9221.58,9214.32,9218.29,0.4236319959163666
1579672800,9218.47,9223.8,9217.29,9219.53,0.40470099449157715
1579676400,9219.96,9221.3,9215.56,9217.28,0.35089999437332153
1579680000,9217.26,9222.0,9208.59,9209.12,0.803475022315979
1579683600,9209.26,9216.49,9203.29,9210.81,4.70704984664917
1579687200,9211.07,9218.3,9207.8,9214.7,4.286940097808838
1579690800,9214.8,9220.6,9211.22,9219.06,3.764669895172119
1579694400,9219.06,9226.8,9218.72,9220.49,3.141930103302002
1579698000,9220.49,9222.03,9210.46,9213.07,4.74960994720459
1579701600,9213.07,9231.3,9199.28,9227.93,4.652327060699463
1579705200,9227.93,9242.2,9213.07,9225.89,1.6437779664993286
1579708800,9225.88,9229.19,9206.87,9219.3,1.452646017074585
1579712400,9219.29,9228.9,9207.86,9228.39,1.2140400409698486
1579716000,9228.68,9234.91,9216.64,9216.89,0.8924180269241333
1579719600,9216.67,9225.17,9210.84,9216.41,0.9522680044174194
1579723200,9216.64,9216.66,9177.83,9188.91,1.9727259874343872
1579726800,9188.91,9194.69,9181.59,9185.79,0.319676011800766
1579734000,9177.09,9184.54,9164.79,9169.09,0.5719980001449585
1579737600,9169.69,9183.09,9164.86,9178.6,0.9595159888267517
1579741200,9178.74,9190.91,9172.35,9189.38,1.0569180250167847
1579744800,9189.38,9195.99,9183.09,9186.9,0.7101259827613831
1579748400,9186.85,9189.69,9170.05,9171.6,0.5520579814910889
1579752000,9171.91,9183.09,9169.39,9175.6,0.2982819974422455
1579755600,9175.88,9176.19,9161.04,9162.8,0.8740760087966919
1579759200,9162.8,9170.59,9161.57,9166.41,0.5670040249824524
1579762800,9166.42,9191.1,9164.9,9187.28,0.9059399962425232
1579766400,9187.28,9190.6,9174.92,9182.08,1.1719720363616943
1579770000,9182.36,9185.9,9176.78,9180.33,0.6842160224914551
1579773600,9180.41,9194.1,9179.57,9192.0,0.37616199254989624
1579777200,9191.9,9195.04,9185.05,9189.6,0.3747760057449341
1579780800,9190.02,9197.8,9178.82,9182.06,0.5617179870605469
1579784400,9182.26,9190.09,9172.76,9176.04,1.0027040243148804
1579788000,9175.99,9188.57,9139.86,9176.6,2.1822268962860107
1579791600,9176.6,9202.57,9171.87,9178.31,2.132873058319092
1579795200,9178.31,9186.14,9165.6,9182.69,1.6829739809036255
1579798800,9182.69,9196.4,9176.37,9179.92,1.2291409969329834
1579802400,9180.21,9203.8,9175.2,9201.92,1.1958600282669067
1579806000,9201.92,9216.39,9199.15,9215.68,1.2283600568771362
1579809600,9215.68,9223.7,9206.95,9218.01,1.4996750354766846
1579813200,9217.47,9243.19,9216.7,9238.95,0.35570499300956726
1579820400,9240.7,9261.39,9239.13,9258.94,0.44898998737335205
1579824000,9259.2,9260.19,9249.94,9250.67,0.4376150071620941
1579827600,9250.45,9257.8,9242.51,9249.68,0.6292949914932251
1579831200,9249.59,9255.1,9245.71,9253.51,0.42852500081062317
1579834800,9253.56,9254.72,9250.08,9251.68,0.2699350118637085
1579838400,9251.68,9259.48,9251.16,9258.0,0.17092999815940857
1579842000,9258.0,9258.2,9254.91,9257.2,0.14560000598430634
1579845600,9257.2,9258.6,9255.41,9255.72,0.12744499742984772
1579849200,9255.7,9255.7,9248.5,9249.19,0.30129000544548035
1579852800,9249.67,9276.69,9247.0,9272.89,0.8892800211906433
1579856400,9272.68,9275.51,9266.44,9266.93,0.5595999956130981
1579860000,9266.93,9269.9,9261.69,9262.69,0.42789000272750854
1579863600,9262.69,9272.19,9262.52,9271.11,0.3621549904346466
1579867200,9271.44,9272.7,9261.0,9263.61,0.43916499614715576
1579870800,9263.61,9269.97,9259.61,9262.98,0.48157998919487
1579874400,9262.98,9273.2,9246.19,9259.17,1.5950050354003906
1579878000,9259.17,9259.69,9218.65,9233.15,2.365104913711548
1579881600,9233.48,9245.9,9196.19,9197.29,2.4343550205230713
1579885200,9197.29,9197.5,9152.58,9187.99,2.711819887161255
1579888800,9188.14,9188.59,9123.06,9141.18,2.6864750385284424
1579892400,9141.1,9145.4,9099.63,9144.71,2.8648900985717773
1579896000,9145.1,9160.8,9116.56,9140.92,2.7799150943756104
1579899600,9142.1,9147.52,9133.52,9133.68,0.4068549871444702
1580079600,9045.92,9057.45,8983.4,9003.61,1.7046699523925781
1580083200,9003.7,9035.02,9001.61,9034.13,1.6029850244522095
1580086800,9034.69,9034.94,9018.01,9028.09,1.0158900022506714
1580090400,9027.64,9028.1,8994.03,9004.0,1.0193949937820435
1580094000,9004.12,9030.19,9004.12,9022.99,0.7805100083351135
1580097600,9022.9,9028.89,9017.13,9018.45,0.45737001299858093
1580101200,9018.45,9024.39,9007.48,9013.42,0.6988649964332581
1580104800,9013.42,9022.2,9008.96,9019.49,0.6434000134468079
1580108400,9019.46,9031.22,9011.06,9020.86,1.096519947052002
1580112000,9021.06,9043.19,9010.52,9028.53,1.5023950338363647
1580115600,9028.88,9028.99,8982.22,8993.72,1.431689977645874
1580119200,8993.72,8993.72,8946.53,8948.4,1.53569495677948
1580122800,8948.19,8976.39,8931.71,8962.7,1.670490026473999
1580126400,8963.2,8987.72,8960.63,8967.98,1.6049050092697144
1580130000,8968.97,8978.2,8957.39,8965.9,1.6516950130462646
1580133600,8966.22,8980.2,8916.22,8974.06,2.8103671073913574
1580137200,8974.34,8983.89,8936.06,8953.2,3.366338014602661
1580140800,8953.2,8972.29,8933.69,8966.65,2.74550199508667
1580144400,8966.58,9000.71,8955.86,8985.58,2.2234621047973633
1580148000,8985.4,8998.3,8976.72,8984.57,1.9157739877700806
1580151600,8984.67,9000.09,8955.18,8968.2,2.147480010986328
1580155200,8968.16,8978.0,8944.71,8951.17,2.6878321170806885
1580158800,8951.17,8953.2,8939.97,8943.57,0.41284599900245667
1580166000,8943.93,8974.1,8942.61,8967.89,0.5457900166511536
1580169600,8968.1,8974.69,8954.02,8957.9,0.764818012714386
1580173200,8958.02,8988.4,8955.65,8977.17,1.0941059589385986
